"id","tipus","nom","municipi","comarca","lat","lng","sstt","se","public","estudis","adreca","web","logo","nodes","web_propi","tel","mail","twitter"
"08041180","ESC","Escola Rosselló Pòrcel","Santa Coloma de Gramenet","Barcelonès",41.45093,2.21515,"BCO","SE Ciutat de Santa Coloma de Gramenet",true,"EINF2C|EPRI","rbla. Sant Sebastià, 92 - 08922 Santa Coloma de Gramenet","http://agora.xtec.cat/escrosselloporcel","","http://agora.xtec.cat/escrosselloporcel","","933922405, 933922405","a8041180@xtec.cat",""
"08041210","ESC","Escola del Bosc","Barberà del Vallès","Vallès Occidental",41.5146,2.134878,"VOC","SE del Vallès Occidental VII",true,"EINF2C|EPRI","c. Josep M. de Sagarra, 20 - 08210 Barberà del Vallès","http://agora.xtec.cat/ceipbosc-barbera","https://drive.google.com/thumbnail?id=1Lg_Mwjtk4YKQhxSuJIlrDsEGihf9qShp","http://agora.xtec.cat/ceipbosc-barbera","","937189453, 937183511","a8041210@xtec.cat",""
"08041222","ESC","Escola Can Cladellas","Palau-solità i Plegamans","Vallès Occidental",41.58088,2.170984,"VOC","SE del Vallès Occidental VIII",true,"EINF2C|EPRI","c. Pompeu Fabra, s/n - 08184 Palau-solità i Plegamans","http://agora.xtec.cat/ceipcancladellas","https://drive.google.com/thumbnail?id=1EvRrFljMR88gJnpD9sKhLD287q01it6A","http://agora.xtec.cat/ceipcancladellas","","938644710, 938644715","a8041222@xtec.cat",""
"08041234","ESC","Escola Collserola","Sant Cugat del Vallès","Vallès Occidental",41.47813,2.089048,"VOC","SE del Vallès Occidental IV",true,"EINF2C|EPRI","p. Abat Donadeu s/n - 08173 Sant Cugat del Vallès","http://agora.xtec.cat/ceipcollserola","","http://agora.xtec.cat/ceipcollserola","","935898478, 935894207","a8041234@xtec.cat",""
"08041246","ESC","Escola Francesc Aldea i Pérez","Terrassa","Vallès Occidental",41.54025,2.047278,"VOC","SE del Vallès Occidental II",true,"EINF2C|EPRI","c. Alemanya, 146 - 08228 Terrassa","http://agora.xtec.cat/ceipcescaldea","https://drive.google.com/thumbnail?id=1jD5D9CNDx-q5aFmgSzh0V2tbmBwIijyf","http://agora.xtec.cat/ceipcescaldea","","937842007","a8041246@xtec.cat",""
"08041374","INS","Institut La Mallola","Esplugues de Llobregat","Baix Llobregat",41.38041,2.084206,"BLL","SE del Baix Llobregat VIII",true,"ESO|BATX","c. Andreu Amat, 11 - 08950 Esplugues de Llobregat","http://agora.xtec.cat/ieslamallola","https://drive.google.com/thumbnail?id=1v3O0jBfMi_EFsNO8SXIOmXtenJsY2J-E","http://agora.xtec.cat/ieslamallola","","933718512, 934734495","a8041374@xtec.cat",""
"08041490","INS","Centre Xamfrà-Taller Sant Miquel","Sant Feliu de Llobregat","Baix Llobregat",41.37734,2.04722,"BLL","SE del Baix Llobregat I",false,"PFI","Riera Pahissa, s/n - 08980 Sant Feliu de Llobregat","","","","","936661195","a8041490@xtec.cat",""
"08041519","INS","Institut Martí Dot","Sant Feliu de Llobregat","Baix Llobregat",41.38482,2.039659,"BLL","SE del Baix Llobregat I",true,"ESO|BATX|CFPM|CFPS","c. Josep Teixidor, 2-12 - 08980 Sant Feliu de Llobregat","http://agora.xtec.cat/insmartidot","https://drive.google.com/thumbnail?id=125PJNVbBU1AB6QQmlsP2wMNuqWreR2H5","http://agora.xtec.cat/insmartidot","","936851801, 936855059","a8041519@xtec.cat",""
"08041520","ART","Escola de Dansa Eulàlia Blasi","Barcelona","Barcelonès",41.39594,2.183847,"CEB","SE Eixample",false,"DANE","c. Ali-Bei, 113, baixos - 08013 Barcelona","","","","","932465962","a8041520@xtec.cat",""
"08041544","EST","Colegio Japonés de Barcelona","Sant Cugat del Vallès","Vallès Occidental",41.49492,2.061575,"VOC","SE del Vallès Occidental IV",false,"ESTR","Cementiri, s/n, polígon Can Graells - 08190 Sant Cugat del Vallès","","","","","935 893 247","a8041544@xtec.cat",""
"08041556","ESC","Escola Montseny","Sant Just Desvern","Baix Llobregat",41.38112,2.067149,"BLL","SE del Baix Llobregat VIII",true,"EINF2C|EPRI","pg. Camp Roig, 12 - 08960 Sant Just Desvern","http://ceipmontseny.esy.es","https://drive.google.com/thumbnail?id=1u3R1wo_sKbicn7UMADa6wF7KKBBSoek9","","http://ceipmontseny.esy.es","933727952, 934737608","a8041556@xtec.cat",""
"08041568","ESC","Escola Jungfrau","Badalona","Barcelonès",41.45102,2.241969,"BCO","SE Ciutat de Badalona",true,"EINF2C|EPRI","c. Vila Vall-Llebrera, s/n - 08912 Badalona","https://escolajungfrau.wordpress.com","https://drive.google.com/thumbnail?id=1tlAQN7OU61rd90QXLoB8yOq-eXk_1bqd","","https://escolajungfrau.wordpress.com","933840408, 933840408","a8041568@xtec.cat",""
"08041571","ESC","Escola Artur Martorell","Badalona","Barcelonès",41.45602,2.25097,"BCO","SE Ciutat de Badalona",true,"EINF2C|EPRI","c. de la Seu d'Urgell, 32 - 08911 Badalona","http://agora.xtec.cat/ceiparturmartorell","https://drive.google.com/thumbnail?id=1yF7K3JJebw5DsRA26cFG7gcCx7uEEUJQ","http://agora.xtec.cat/ceiparturmartorell","","935671660, 935671661","a8041571@xtec.cat",""
"08041581","ESC","Escola Gitanjali","Badalona","Barcelonès",41.44686,2.247878,"BCO","SE Ciutat de Badalona",true,"EINF2C|EPRI","av. Martí Pujol, 37-41 - 08912 Badalona","http://agora.xtec.cat/ceipgitanjali","https://drive.google.com/thumbnail?id=1K7OrS1RcL3XlzXZBwZ9ULrMbuboC7Ymm","http://agora.xtec.cat/ceipgitanjali","","933845411, 933845411","a8041581@xtec.cat",""
"08041601","ESC","Escola Torre de la Llebre","Rubí","Vallès Occidental",41.47683,2.033859,"VOC","SE del Vallès Occidental III",true,"EINF2C|EPRI","av. Massana, 16 - 08191 Rubí","","https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aM2VtdXlqYWdaVXM","","","936992766, 936992766","a8041601@xtec.cat",""
"08041611","ESC","Escola Joanot Alisanda","Sabadell","Vallès Occidental",41.54194,2.114282,"VOC","SE del Vallès Occidental I",true,"EINF2C|EPRI|EE","c. Sallarès i Pla, 160 - 08202 Sabadell","http://agora.xtec.cat/ceipjoanotalisanda","https://drive.google.com/thumbnail?id=1q_5h8DvGDA_0sgTsa_LKBLud-LqbK4pp","http://agora.xtec.cat/ceipjoanotalisanda","","937263877, 937256339","a8041611@xtec.cat",""
"08041623","ART","Esc. de Música Luthier","Barcelona","Barcelonès",41.38941,2.162309,"CEB","SE Eixample",false,"MUSE","c. Balmes, 53 pral. - 08007 Barcelona","","","","","933232246","a8041623@xtec.cat",""
"08041647","ESC","Escola Ponent","Granollers","Vallès Oriental",41.61404,2.286694,"MVO","SE del Vallès Oriental I",true,"EINF2C|EPRI","pg. Rafael de Casanova, 71. - 08401 Granollers","http://agora.xtec.cat/ceipponent-granollers","https://drive.google.com/thumbnail?id=1Ow6FAlXuXuUm9v3LrQnCroOEUbm974cx","http://agora.xtec.cat/ceipponent-granollers","","938400906, 938400906","a8041647@xtec.cat",""
"08041659","ESC","Escola Mestres Montaña","Granollers","Vallès Oriental",41.59227,2.290096,"MVO","SE del Vallès Oriental I",true,"EINF2C|EPRI","c. Esteve Terrades, s/n - 08402 Granollers","http://agora.xtec.cat/escmestresm","https://drive.google.com/thumbnail?id=1k6ApePhqOqA-USPvLnkiI0YWPlTZNb4r","http://agora.xtec.cat/escmestresm","","938795643, 939794361","a8041659@xtec.cat",""
"08041660","ESC","Escola Pont de la Cadena","Molins de Rei","Baix Llobregat",41.40667,2.018766,"BLL","SE del Baix Llobregat I",true,"EINF2C|EPRI","c. Felip Canalies, 15 - 08750 Molins de Rei","http://agora.xtec.cat/ceippontdelacadena","https://drive.google.com/thumbnail?id=1H35GMaolAVnCiQutyN5gNWUcMM_ETm3i","http://agora.xtec.cat/ceippontdelacadena","","936801620, 936801620","a8041660@xtec.cat",""
"08041672","ESC","Escola Creu Alta","Sabadell","Vallès Occidental",41.55483,2.100469,"VOC","SE del Vallès Occidental I",true,"EINF2C|EPRI","c. Pi i Margall, 24 - 08208 Sabadell","http://agora.xtec.cat/ceipcreualta","https://drive.google.com/thumbnail?id=1AC90weZAM3T1qgAKHGVwSRh6sa9HUIPQ","http://agora.xtec.cat/ceipcreualta","","937240390, 937240390","a8041672@xtec.cat",""
"08041684","ESC","Escola Espai 3","Sant Joan Despí","Baix Llobregat",41.36928,2.062347,"BLL","SE del Baix Llobregat V",true,"EINF2C|EPRI","c. de Sant Martí de l'Erm, 2 - 08970 Sant Joan Despí","http://agora.xtec.cat/ceip-espai3-sjdespi","https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aQ1kxY0V1dWkwZHc","http://agora.xtec.cat/ceip-espai3-sjdespi","","933732404, 934773598","a8041684@xtec.cat",""
"08041696","ESC","Escola Vaixell Burriac","Vilassar de Mar","Maresme",41.50837,2.392043,"MVO","SE del Baix Maresme",true,"EINF2C|EPRI","av. Arquitecte Eduard Farrés, 81 - 08340 Vilassar de Mar","http://agora.xtec.cat/ceip-vaixell-burriac-vilassar","https://drive.google.com/thumbnail?id=1Cj-YQubbAC9-EPcTnqOtqZZN8Dbg0_Vg","http://agora.xtec.cat/ceip-vaixell-burriac-vilassar","","937590185, 937598467","a8041696@xtec.cat",""
"08041714","ESC","Escola Les Basseroles","Seva","Osona",41.84089,2.248731,"CCE","SE d'Osona",true,"EINF2C|EPRI","c. Escoles, s/n - 08554 Seva","http://agora.xtec.cat/ceiplesbasseroles-seva","https://drive.google.com/thumbnail?id=1FT9Mf-c3iqWoBNBg2IAZz3MrFYu_hkil","http://agora.xtec.cat/ceiplesbasseroles-seva","","938871203, 938871203","a8041714@xtec.cat",""
"08041726","ESC","Escola Roc Blanc","Viladecavalls","Vallès Occidental",41.55875,1.98461,"VOC","SE del Vallès Occidental II",true,"EINF2C|EPRI","c. Pintor Casas, s/n - 08232 Viladecavalls","http://agora.xtec.cat/ceip-rocblanc","https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aUEFPVS03MHhnVGs","http://agora.xtec.cat/ceip-rocblanc","","937891902, 937891902","a8041726@xtec.cat",""
"08041738","EST","The American School of Barcelona","Esplugues de Llobregat","Baix Llobregat",41.38392,2.084463,"BLL","SE del Baix Llobregat VIII",false,"ESTR","c. Balmes, 7 - 08950 Esplugues de Llobregat","","","","","933 714 016","a8041738@xtec.cat",""
"08041741","INS","Ceir - Arco Aragó","Barcelona","Barcelonès",41.38435,2.154309,"CEB","SE Eixample",false,"CFPM|CFPS|PFI","c. Aragó, 135 - 08015 Barcelona","http://www.ceir-arco.org","https://drive.google.com/thumbnail?id=1P-qSLVYFqMWEnnxAsmU5wTMWHLQN5Kn2","","http://www.ceir-arco.org","933233523, 934533667","a8041741@xtec.cat","@ceirarco"
"08041751","ESC","Escola La Caixa","Barcelona","Barcelonès",41.41725,2.203036,"CEB","SE Sant Martí",true,"EINF2C|EPRI","c. Andrade, 182 - 08020 Barcelona","http://www.escolacaixa.cat","https://drive.google.com/thumbnail?id=1O1NfS9p-r-0rmYLOa1JX_5YDDtKP8c7W","","http://www.escolacaixa.cat","933143719, 933143719","a8041751@xtec.cat","@EscolaCaixa"
"08041829","EST","The Benjamin Franklin International School","Barcelona","Barcelonès",41.40603,2.11921,"CEB","SE Sarrià-Sant Gervasi",false,"ESTR","c. Martorell i Peña, 9 - 08017 Barcelona","","","","","934 342 380","a8041829@xtec.cat",""
"08041842","INS","Granja-Escola Sinaí","Barcelona","Barcelonès",41.40903,2.173544,"CEB","SE Eixample",false,"CFPM|PFI|ADULTS","c. Indústria, 137-141 - 08025 Barcelona","https://www.escolasinai.com","https://drive.google.com/thumbnail?id=1JpqDRvOpt05RPzHKfG7rEKYxTLrwds5c","","https://www.escolasinai.com","934557771, 934362480","a8041842@xtec.cat",""
"08041854","IE","Corazón Inmaculado de María","Sentmenat","Vallès Occidental",41.61064,2.137964,"VOC","SE del Vallès Occidental VIII",false,"EINF1C|EINF2C|EPRI|ESO|BATX|CFPM|CFPS","ctra. de Castellar, 2 - 08181 Sentmenat","","","","","937153408, 937153114","a8041854@xtec.cat",""
"08041866","INS","Institut El Calamot","Gavà","Baix Llobregat",41.30612,1.993975,"BLL","SE del Baix Llobregat II",true,"ESO|BATX|CFPM|CFPS","av. Joan Carles I, 62 - 08850 Gavà","http://www.ieselcalamot.com","https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aZEZEWDhzaDdKelU","","http://www.ieselcalamot.com","936334450, 936625801","a8041866@xtec.cat","@inselcalamot"
"08041911","ESC","Escola Els Pins","Barcelona","Barcelonès",41.43572,2.14714,"CEB","SE Horta-Guinardó",true,"EINF2C|EPRI","pg. Vall d'Hebron, 181 - 08031 Barcelona","http://agora.xtec.cat/ceipmelspins","https://drive.google.com/thumbnail?id=1SWU9SlGFQ3fLFEB9oufFI_gX_BLEbL6V","http://agora.xtec.cat/ceipmelspins","","934284193, 934281063","a8041911@xtec.cat",""
"08041933","INS","Institut Rubió i Tudurí","Barcelona","Barcelonès",41.36966,2.148724,"CEB","SE Sants-Montjuïc",true,"CFPM|CFPS","av. Francesc Ferrer i Guàrdia, 16 - 08038 Barcelona","http://rubioituduri.cat","https://drive.google.com/thumbnail?id=1HkXkQT6H0UTU7Lk6zkMW2pSJoXsihGx_","","http://rubioituduri.cat","934243707, 934243708","a8041933@xtec.cat","@rubioituduri"
"08041969","ESC","Escola Pau Vila","Barcelona","Barcelonès",41.36795,2.142582,"CEB","SE Sants-Montjuïc",true,"EINF2C|EPRI","c. Font Florida, s/n - 08004 Barcelona","http://agora.xtec.cat/esc-pauvilabcn","https://drive.google.com/thumbnail?id=1OyKUNmY0xyqOJGkVPbYLk2UIlRIc0ttf","http://agora.xtec.cat/esc-pauvilabcn","","934229840, 934316106","a8041969@xtec.cat",""
"08041970","ESC","Escola Tres Pins","Barcelona","Barcelonès",41.36648,2.159682,"CEB","SE Sants-Montjuïc",true,"EINF2C|EPRI","c. Tres Pins, s/n - 08038 Barcelona","","","","","934239361, 934264839","a8041970@xtec.cat",""
"08042019","INS","Institut Badalona VII","Badalona","Barcelonès",41.44518,2.236847,"BCO","SE Ciutat de Badalona",true,"ESO|BATX|CFPM|CFPS","c. Ausiàs March, 86 - 08912 Badalona","http://agora.xtec.cat/iesb7/moodle","https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aM184WEtlRUpGY3M","","http://agora.xtec.cat/iesb7/moodle","933978511, 933978541","a8042019@xtec.cat",""
"08042020","INS","Institut Vallès","Sabadell","Vallès Occidental",41.54834,2.096775,"VOC","SE del Vallès Occidental I",true,"ESO|BATX","c. Valentí Almirall, s/n - 08206 Sabadell","http://agora.xtec.cat/iesvalles","https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aeFBldENyaElGYm8","http://agora.xtec.cat/iesvalles","","937250888, 937250602","a8042020@xtec.cat",""
"08042044","INS","Institut Mig-Món","Súria","Bages",41.83369,1.747878,"CCE","SE del Bages",true,"ESO|BATX|CFPM","c. Ramon i Cajal, 9-11 - 08260 Súria","http://www.iesmigmon.cat","https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aUGJpaDU0YUt6S0k","","http://www.iesmigmon.cat","938696350, 938694650","a8042044@xtec.cat",""
"08042056","INS","Institut Can Puig","Sant Pere de Ribes","Garraf",41.26073,1.768543,"BCO","SE del Garraf",true,"ESO|BATX|CFPM|EE|PFI","c. Joan Maragall, s/n - 08810 Sant Pere de Ribes","","https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aMEZndkdlUEtmMXM","","","938961405, 938960497","a8042056@xtec.cat",""
"08042093","INS","Institut Vinyes Velles","Montornès del Vallès","Vallès Oriental",41.5421,2.262539,"MVO","SE del Vallès Oriental II",true,"ESO|BATX","av. de Barcelona, 2 - 08170 Montornès del Vallès","http://agora.xtec.cat/iesvv","https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aVGJXZ3ViWDZUVHM","http://agora.xtec.cat/iesvv","","935686079, 935681546","a8042093@xtec.cat",""
"08042101","INS","Institut Manuel Vázquez Montalbán","Sant Adrià de Besòs","Barcelonès",41.42312,2.228837,"BCO","SE Ciutat de Sant Adrià de Besòs",true,"ESO|BATX|CFPM|CFPS","av. Eduard Maristany, 59-61 - 08930 Sant Adrià de Besòs","http://agora.xtec.cat/iesmvm","https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aSDZkTzI2T0xqYm8","http://agora.xtec.cat/iesmvm","","933819005, 933813711","a8042101@xtec.cat",""
"08042196","INS","EA de Manresa","Manresa","Bages",41.72608,1.826342,"CCE","SE del Bages",true,"PA01|CFAM|PA02|CFAS","ctra.de Vic, 16/c. Infants, 2-6 - 08243 Manresa","http://www.escolaart-manresa.cat","https://drive.google.com/thumbnail?id=1swhQoEiCQ-OhovWeVthdE31g5mq54T--","","http://www.escolaart-manresa.cat","938726369","a8042196@xtec.cat","@EAManresa"
"08042287","ESC","Escola Salvador Espriu","Granollers","Vallès Oriental",41.60753,2.281622,"MVO","SE del Vallès Oriental I",true,"EINF2C|EPRI","c. Joan Camps, 6-8 - 08401 Granollers","","","","","938794459, 938708755","a8042287@xtec.cat",""
"08042299","ESC","Escola Sant Miquel","Cornellà de Llobregat","Baix Llobregat",41.36471,2.07598,"BLL","SE del Baix Llobregat V",true,"EINF2C|EPRI","c. Domènech i Montaner, 1 - 08940 Cornellà de Llobregat","","","","","933769056, 933765850","a8042299@xtec.cat",""
"08042305","ESC","Escola Joan Miró","Barcelona","Barcelonès",41.37869,2.151295,"CEB","SE Eixample",true,"EINF2C|EPRI","c. Diputació, 21-23 - 08015 Barcelona","http://agora.xtec.cat/ceip-joanmiro-barcelona","https://drive.google.com/thumbnail?id=1BQG8Lp3AmWuKQfLex-PI5D2VMMaGF9yc","http://agora.xtec.cat/ceip-joanmiro-barcelona","","933254249, 934260590","a8042305@xtec.cat",""
"08042329","ESC","Escola Els Xiprers","Barcelona","Barcelonès",41.41991,2.102443,"CEB","SE Sarrià-Sant Gervasi",true,"EINF2C|EPRI","Camí del Salze, 13 - 08017 Barcelona","","","","","932049210, 932049459","a8042329@xtec.cat",""
"08042330","INS","Institut Sant Ramon","Cardona","Bages",41.91483,1.680812,"CCE","SE del Bages",true,"ESO|BATX","pl. de Les Fabricantes, 1 - 08261 Cardona","http://agora.xtec.cat/iessantramon","https://drive.google.com/thumbnail?id=1eedCrXIXb5WyAEXUc6WQaiqul_kjgA-3","http://agora.xtec.cat/iessantramon","","938684708, 938684808","a8042330@xtec.cat",""
"08042342","INS","Institut de Badia del Vallès","Badia del Vallès","Vallès Occidental",41.50622,2.119583,"VOC","SE del Vallès Occidental VII",true,"ESO|BATX|CFPM|CFPS|PFI","c. Mallorca, s/n - 08214 Badia del Vallès","http://agora.xtec.cat/iesbadia","https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aVUtKZ0UzSTctYjQ","http://agora.xtec.cat/iesbadia","","937187506, 937181821","a8042342@xtec.cat",""
"08042354","INS","EA La Industrial","Barcelona","Barcelonès",41.38895,2.149277,"CEB","SE Eixample",true,"BATX|CFAM|CFAS","c. Comte d'Urgell, 187 - 08036 Barcelona","http://agora.xtec.cat/ea-artlaindustrial","","http://agora.xtec.cat/ea-artlaindustrial","","933219066, 934190063","a8042354@xtec.cat",""
"08042411","ART","Esc. de Música Municipal Joan Valls","Caldes de Montbui","Vallès Oriental",41.63356,2.164687,"MVO","SE del Vallès Oriental IV",true,"MUSE","c. Buenos Aires, 16-18 - 08140 Caldes de Montbui","http://www.emmjoanvalls.cat","https://drive.google.com/thumbnail?id=1EeHCx1fe3j_yjIxJimdIBQMfwQD_iHDC","","http://www.emmjoanvalls.cat","938653496","a8042411@xtec.cat",""
"08042469","ART","Esc. de Música Municipal de la Garriga Josep Aymerich","La Garriga","Vallès Oriental",41.68471,2.287264,"MVO","SE del Vallès Oriental IV",true,"MUSE","p. Josep Mauri, 1 - 08530 La Garriga","http://www.escolamusicalagarriga.com","https://drive.google.com/thumbnail?id=1QnhSS1LtKSUq7-simjjXCeg6QFND5mR2","","http://www.escolamusicalagarriga.com","938718121, 938718121","a8042469@xtec.cat",""
"08042524","ART","Esc. de Música Centre d'Educació Musical","Terrassa","Vallès Occidental",41.56083,2.013612,"VOC","SE del Vallès Occidental II",false,"MUSE","pg. del Vapor gran, 17 - 08221 Terrassa","","","","","937839109","a8042524@xtec.cat",""
"08042551","ART","Esc. de Música Municipal","Sant Feliu de Llobregat","Baix Llobregat",41.38142,2.045224,"BLL","SE del Baix Llobregat I",true,"MUSE","c. Rectoria, 4-6 - 08980 Sant Feliu de Llobregat","","","","","936667678","a8042551@xtec.cat",""
"08042561","ART","Cons. de Música Mestre Joan Just i Bertran","Igualada","Anoia",41.58103,1.620357,"CCE","SE de l'Anoia",true,"MUSP","pg. Mossèn Jacint Verdaguer, 84 - 08700 Igualada","","","","","938044155, 938055490","a8042561@xtec.cat",""
"08042573","INS","Institut Lluïsa Cura","Barcelona","Barcelonès",41.38081,2.163188,"CEB","SE Eixample",true,"BATX|CFPM|CFPS","rda. Sant Antoni, 19 - 08011 Barcelona","http://agora.xtec.cat/inslluisacura","https://drive.google.com/thumbnail?id=1ULheVBvDGvFNVS-oJ1KW1C3FuLOYUTEn","http://agora.xtec.cat/inslluisacura","","933255197, 934266040","a8042573@xtec.cat",""
"08042585","EE","CEE Pont del Dragó","Barcelona","Barcelonès",41.42709,2.190776,"CEB","SE Nou Barris",true,"EE|PFI","c. Sagrera, 179 - 08027 Barcelona","http://agora.xtec.cat/cmpontdeldrago","https://drive.google.com/thumbnail?id=1Fqzax93MDKOHq7hIrsmQ5ZIKcZwzZdFi","http://agora.xtec.cat/cmpontdeldrago","http://www.bcn.cat/pontdeldrago","932430983","a8042585@xtec.cat","@PontdelDrago"
"08042664","IE","Solc","Barcelona","Barcelonès",41.38992,2.106616,"CEB","SE Les Corts",false,"EINF2C|EPRI|ESO","c. Ardena, 36-38 - 08034 Barcelona","http://www.escolasolc.com","https://drive.google.com/thumbnail?id=1yhvAukf-jgw476403nkM-p6f8kY0ddee","","http://www.escolasolc.com","932061313, 932061314","a8042664@xtec.cat","@EscolaSolc"
"08042767","LLA","Perrault","L'Hospitalet de Llobregat","Barcelonès",41.36579,2.123049,"BCO","SE Ciutat de l'Hospitalet de Llobregat",false,"EINF1C|EINF2C","c. Castelao, 16-18 - 08902 L'Hospitalet de Llobregat","http://guarderiaperrault.com","https://drive.google.com/thumbnail?id=1UOsrcqB9U3inDudJKwUEFC1zy1Xf9f8G","","http://guarderiaperrault.com","934311994","a8042767@xtec.cat",""
"08042780","ESC","Escola Josep Maria Jujol","Barcelona","Barcelonès",41.39818,2.155879,"CEB","SE Gràcia",true,"EINF2C|EPRI","c. riera Sant Miquel, 41-45 - 08006 Barcelona","http://agora.xtec.cat/escolajujol","https://drive.google.com/thumbnail?id=11Ph1ME8PWFqlXb9PCTlu-k1R3w9PCixZ","http://agora.xtec.cat/escolajujol","","932180890, 932180890","a8042780@xtec.cat",""
"08042792","ESC","Escola Damià Mateu","Llinars del Vallès","Vallès Oriental",41.63834,2.39982,"MVO","SE del Vallès Oriental III",true,"EINF2C|EPRI","c. Frederic Marès, 52 - 08450 Llinars del Vallès","http://agora.xtec.cat/ceipdamiamateu","https://drive.google.com/thumbnail?id=1eiSbTq9m9UmJRtwIQgE6AM2zb9TuyI2x","http://agora.xtec.cat/ceipdamiamateu","","938410985, 938410985","a8042792@xtec.cat",""
"08042809","ESC","Escola Galileo Galilei","El Prat de Llobregat","Baix Llobregat",41.32347,2.087447,"BLL","SE del Baix Llobregat IV",true,"EINF2C|EPRI","c. Mare de Déu de Montserrat, 236-238 - 08820 El Prat de Llobregat","http://agora.xtec.cat/ceipgalileogalilei","https://drive.google.com/thumbnail?id=1NCt3-I4jquRBaxLR-scKf_q4KOUY8QEt","http://agora.xtec.cat/ceipgalileogalilei","","933709055, 933709055","a8042809@xtec.cat",""
"08042810","ESC","Escola Charles Darwin","El Prat de Llobregat","Baix Llobregat",41.3276,2.10397,"BLL","SE del Baix Llobregat IV",true,"EINF2C|EPRI","c. Pare Andreu de Palma de Mallorca, 30 - 08820 El Prat de Llobregat","http://agora.xtec.cat/escolacharlesdarwin","https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aMTJhdWlwdERORlk","http://agora.xtec.cat/escolacharlesdarwin","","933709105, 933706049","a8042810@xtec.cat",""
"08042834","ESC","Escola Can Palmer","Viladecans","Baix Llobregat",41.30952,2.006372,"BLL","SE del Baix Llobregat II",true,"EINF2C|EPRI|EE","av. del Mil·lenari, 22 - 08840 Viladecans","http://agora.xtec.cat/ceip-canpalmer","https://drive.google.com/thumbnail?id=1Hp45HeFi178RKi6o2-byqcxgHUcnhYmg","http://agora.xtec.cat/ceip-canpalmer","","936581981, 936581981","a8042834@xtec.cat",""
"08042846","CFA","CFA Cornellà de Llobregat","Cornellà de Llobregat","Baix Llobregat",41.3627,2.070773,"BLL","SE del Baix Llobregat V",true,"ADULTS","c. Ignasi Iglésias, 7 - 08940 Cornellà de Llobregat","http://cfadecornella.wixsite.com/cfacornella","https://drive.google.com/thumbnail?id=1yp289l10_SRwWuD3he-h7l4EeH6aOGDz","","http://cfadecornella.wixsite.com/cfacornella","933755903, 934744316","a8042846@xtec.cat","@CfaCornella"
"08042858","CFA","CFA Els Tarongers","Mataró","Maresme",41.53611,2.42445,"MVO","SE de Mataró",true,"ADULTS","Mare de Déu de la Cisa, 80-92 - 08303 Mataró","http://elstarongers.cat","https://drive.google.com/thumbnail?id=1ztEDLqFI3f_HR8XOgsf0NhcElkuyO_QP","","http://elstarongers.cat","937994604, 937994604","a8042858@xtec.cat",""
"08042861","ESC","Escola Lola Anglada","Esplugues de Llobregat","Baix Llobregat",41.37482,2.078595,"BLL","SE del Baix Llobregat VIII",true,"EINF2C|EPRI","c. Manuel de Falla, 5-9 - 08950 Esplugues de Llobregat","http://agora.xtec.cat/ceip-lola-anglada-esplugues","https://drive.google.com/thumbnail?id=1X8_uibEnFEft4S6HQGKyfJiGMh2l8sxd","http://agora.xtec.cat/ceip-lola-anglada-esplugues","","933721104, 933721104","a8042861@xtec.cat",""
"08042871","ESC","Escola Patufet Sant Jordi-Francesc Batallé i Ara","L'Hospitalet de Llobregat","Barcelonès",41.3581,2.102433,"BCO","SE Ciutat de l'Hospitalet de Llobregat",true,"EINF2C|EPRI","rbla. de la Marina, 413 - 08907 L'Hospitalet de Llobregat","","","","","933372535, 933375481","a8042871@xtec.cat",""
"08042883","ESC","Escola Sant Josep - El Pi","L'Hospitalet de Llobregat","Barcelonès",41.36445,2.109127,"BCO","SE Ciutat de l'Hospitalet de Llobregat",true,"EINF2C|EPRI","av. Josep Tarradellas, 122 - 08901 L'Hospitalet de Llobregat","http://agora.xtec.cat/ceip-esjep","https://drive.google.com/thumbnail?id=1f6K_mLKrX-QW3SYqIc1L5xtVlFJ9kY7v","http://agora.xtec.cat/ceip-esjep","","933372335, 933372335","a8042883@xtec.cat",""
"08042895","ESC","Escola Schola","Rubí","Vallès Occidental",41.48986,2.03249,"VOC","SE del Vallès Occidental III",true,"EINF2C|EPRI","c. Sant Pere, 12 - 08191 Rubí","","","","","936990831","a8042895@xtec.cat",""
"08043000","ART","Esc. de Música Municipal","Navarcles","Bages",41.74944,1.908581,"CCE","SE del Bages",true,"MUSE","c. Creueta, 50 - 08270 Navarcles","","","","","938310533","a8043000@xtec.cat",""
