Id Sql,Id,Centres,Bloc,Nom Curt,Nom Programa,Descripcio,Ambits Curriculars,Ambits Innovacio,Etapes Objectiu,Objectius,Requisits,Compromisos,Periode,Fitxa,Enllaç Fitxa,Vídeo,Web Programa,Simbol,Unitat,Responsable,Contacte,Modificar Definicio,Pujar Dades,Continuitat Anual,Idfullnouscentres,Dades Json
26,67,67,Programes,PEE 0-20,Plans educatius d'entorn 0-20,"El Programa _Plans educatius d’entorn 0-20_ vol promoure la implicació dels centres educatius en el pilotatge dels plans educatius d’entorn 0-20.  &#10;Els centres educatius, referents i responsables de l’educació formal, tenen un paper clau com a punt d’a","ART, CIE, DIG, LIN, MAT, SOC, PSO, EVA, CME, CVA, EFI","A1-MET,A3-COM","EINF2C,EPRI,ESO,BATX,CFPM,CFPS,EE","- Generar un contínuum educatiu (formal i no formal) que incrementi les possibilitats d’èxit acadèmic, personal i relacional de l’alumnat.&#10;- Orientar i acompanyar l’alumnat i les seves famílies dels 0 als 20 anys, especialment en la transició d’etapes ",Per formar part del Programa PEE 0-20 els centres educatius han de presentar la sol·licitud de participació en el termini establert i complir els requisits següents:&#10;- Acceptar els compromisos del punt 2.2 de la Resolució&#10;- Estar relacionat en l’an,"La participació del centre en el Programa PEE 0-20 suposa l&apos;acceptació dels compromisos següents:&#10;- Constituir un equip impulsor format com a mínim per un membre de l’equip directiu, un docent, un professional no docent del centre, un membre de l’",Trianual,BAIXA,https://clic.xtec.cat/pub/innovacio/fitxes/baixa,,https://sites.google.com/a/xtec.cat/servei-comunitari/benvinguda?authuser=0,pee.png,,,pee.educacio@gencat.cat,,S,,1XoqSfrUdZIe04fdDAdmJ1HdOWwNtS9ybzgnWwgiyZpw,"{""id"": ""67"", ""Bloc"": ""Programes"", ""Fitxa"": ""BAIXA"", ""Enllac"": ""https://sites.google.com/a/xtec.cat/servei-comunitari/benvinguda?authuser=0"", ""Simbol"": ""pee.png"", ""Unitat"": """", ""Vídeo"": """", ""Centres"": ""67"", ""Periode"": ""Trianual"", ""Contacte"": ""pee.educacio@g"
27,68,68,Programes,EmpresaFP,Programa EmpresaFP,"El programa EmpresaFP dona suport als centres que imparteixen ensenyaments professionals a desplegar estratègies adreçades a reforçar la seva relació amb les empreses mitjançant l’intercanvi de serveis complementaris, i desenvolupar projectes conjunts cent",,"A1-MET,A3-COM","CFAS,CFPM,CFPS","EmpresaFP és un programa adreçat a tots aquells instituts de formació professional que vulguin millorar la seua competitivitat través del serveis que poden prestar a empreses.

El programa promou difondre del catàleg de serveis dels centres per establir ","- Impartir ensenyaments professionals sostinguts amb fons públics.
-Tenir implantat un sistema de gestió de qualitat i millora del centre o estar en procés d'assolir-lo.","La selecció del centre suposa l'acceptació dels compromisos següents:
- Designar una persona coordinadora del projecte en el centre. En el cas dels centres públics la persona coordinadora del projecte ha de ser designada, preferentment, entre el professor",Anual,68_empresafp.pdf,https://clic.xtec.cat/pub/innovacio/fitxes/68_empresafp.pdf,,https://projectes.xtec.cat/empresafp/,assessorament_fp.png,,,,,S,S,1gi_w5l1hQI026Kdp4nNL4H_KUgx4I_Lqek5DmOFVcVo,"{""id"": ""68"", ""Bloc"": ""Programes"", ""Fitxa"": ""68_empresafp.pdf"", ""Enllac"": ""https://projectes.xtec.cat/empresafp/"", ""Simbol"": ""assessorament_fp.png"", ""Unitat"": """", ""Vídeo"": """", ""Centres"": ""68"", ""Periode"": ""Anual"", ""Contacte"": """", ""Nom_curt"": ""EmpresaFP"", ""Ob"
28,69,69,Programes,OrientaFP,Programa OrientaFP,"El programa acompanya i dona suport als centres que imparteixen ensenyaments professionals en la implementació, el desenvolupament i la millora d'estratègies, mesures i plans per a l'orientació acadèmica i professional de l'alumnat, proporcionant eines, re",,"A1-MET,A3-COM","CFAS,CFPM,CFPS",,,,Anual,69_orientafp.pdf,https://clic.xtec.cat/pub/innovacio/fitxes/69_orientafp.pdf,,https://projectes.xtec.cat/impulsfp/categoria/impulsfp/orientafp/,orientafp.png,,,,,S,S,1mlT1m-OlUZ4-b-YQlxcN-mevTUmG3nMRIeJsm8vUxAc,"{""id"": ""69"", ""Bloc"": ""Programes"", ""Fitxa"": ""69_orientafp.pdf"", ""Enllac"": ""https://projectes.xtec.cat/impulsfp/categoria/impulsfp/orientafp/"", ""Simbol"": ""orientafp.png"", ""Unitat"": """", ""Vídeo"": """", ""Centres"": ""69"", ""Periode"": ""Anual"", ""Contacte"": """", ""Nom_cu"
29,70,70,Programes,MUFPS,"Pràctiques en centres educatius del màster universitari de formació del professorat d’ESO, Batxillerat, FP i Idiomes","El _Programa d’Innovació Pedagògica de Pràctiques del Màster Universitari de Formació del Professorat d’Educació Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyaments d’Idiomes en Centres Educatius_ consisteix en aprofundir en la quali","ART,CIE,DIG,LIN,MAT,SOC,PSO,EVA,CME,CVA,EFI","A1-MET,A2-ORG,A3-COM","ESO,BATX,CFPM,CFPS",- Assignar valor als centres formadors com a institucions clau en la formació inicial de la funció docent.&#10;- Professionalitzar i reconèixer la tasca d’acompanyament dels mentors de centre i dels tutors de les universitats.&#10;- Incorporar l’estudiant ,"Per formar part del Programa els centres educatius han de presentar la sol·licitud de participació i complir els requisits següents:&#10;- Presentar l’avantprojecte de centre&#10;- Aportar el compromís del centre, amb l’aprovació del Claustre i del Consell",Compromisos dels centres participants:&#10;- La participació del centre en el Programa suposa l&apos;acceptació dels compromisos següents:&#10;- Portar a terme un projecte de Pràctiques en centre durant 3 anys.&#10;- La designació d’un membre de l’equip di,Trianual,,,,https://projectes.xtec.cat/centresformadors/justificacio-del-programa/,mufps.png,,,centresformadors.educacio@gencat.cat,,S,,1D3OzXHISrldOAF1-lYL3cVp4OkoceR4X3uA5C70xt7E,"{""id"": ""70"", ""Bloc"": ""Programes"", ""Fitxa"": """", ""Enllac"": ""https://projectes.xtec.cat/centresformadors/justificacio-del-programa/"", ""Simbol"": ""mufps.png"", ""Unitat"": """", ""Vídeo"": """", ""Centres"": ""70"", ""Periode"": ""Trianual"", ""Contacte"": ""centresformadors.educa"
30,71,71,Programes,Recerca_creació,Recerca creació i servei,Recerca creació i servei,ART,"A1-MET,A2-ORG,A3-COM",ESO,"El programa d'innovació pedagògica Recerca, Creació i Servei té com a finalitat la millora i l'aprofundiment en l'aprenentatge competencial de l'alumnat de l'ESO, especialment pel que fa a les competències clau, mitjançant el foment de l'interès i el compr","Per formar part del Programa els centres educatius heu de presentar la sol·licitud i els documents requerits presentar la sol·licitud i els documents requerits   d'acord amb el procediment establert en l'apartat 1 de l'Annex de la Resolució 523/2020, de 24",- Impulsar el Programa i vetllar per garantir-ne el desenvolupament a tots els grups de 4t d'ESO durant tres cursos escolars. Constituir un equip docent format pel professorat responsable dels projectes que es desenvoluparan i en el qual exercirà la coordi,Trianual,,,,https://mmaca.cat/rcs/,rcs.png,,,mtortosa@xtec.cat ,,S,,11qFHquP0LibqTHDy19VaqlAS96g1IqT10mftuwsVN-M,"{""id"": ""71"", ""Bloc"": ""Programes"", ""Fitxa"": """", ""Enllac"": ""https://mmaca.cat/rcs/"", ""Simbol"": ""recerca.png"", ""Unitat"": """", ""Vídeo"": """", ""Centres"": ""71"", ""Periode"": ""Trianual"", ""Contacte"": """", ""Nom_curt"": ""Recerca_creació"", ""Objectius"": ""El programa d&apos;i"
31,72,72,Programes,CooperArt,Innovació i transferència de coneixement CooperArt,"El programa d'innovació i transferència de coneixement _CooperArt_ desenvolupa metodologies d'innovació i transferència de coneixement amb l'objectiu que lesescoles d'art es donin suport i comparteixin estratègies i experiències. Així mateix, fomenta l'int",ART,"A1-MET,A3-COM","CFAM,CFAS","Amb el CooperArt volem:
- Millorar la formació de l'alumnat mitjançant la seva participació en projectes innovadors que contribueixin a l'adquisició i consolidació de nous continguts, habilitats i actituds, i que li facilitin l’ocupabilitat.
- Vincular e","Poden formar part del programa els centres educatius de Catalunya sostinguts amb fons públics i els centres de titularitat privada que reuneixin com a mínim els requisits següents:
- Impartir cicles formatius d'arts plàstiques i disseny
- Incorporar en e","Els compromisos dels centres que s'afegeixin a la convocatòria són:
- Haver programat el contingut del mòdul de Gestió de projectes professionals, tot vinculant-lo al Programa CooperArt
- Disposar de la carta de serveis, on el centre descriu el tipus de ",Anual,,,,https://projectes.xtec.cat/ere/cooperart/,cooperart.png,,,artsidisseny.ensenyament@gencat.cat,,S,S,1MsHy4acPASoAQTvQw84EHd2vVxDPbHX3zmyRCE2gLgE,"{""id"": ""72"", ""Bloc"": ""Programes"", ""Fitxa"": """", ""Enllac"": ""https://projectes.xtec.cat/ere/cooperart/"", ""Simbol"": ""cooperart.png"", ""Unitat"": """", ""Vídeo"": """", ""Centres"": ""72"", ""Periode"": ""Anual"", ""Contacte"": ""artsidisseny.ensenyament@gencat.cat"", ""Nom_curt"": "
32,73,73,Programes,PAcTE,PAcTE/Eines per al canvi,El _Programa d'Acceleració de la transformació educativa/Eines per al canvi_ és un programa que promou l'actualització del projecte educatiu dels centres participants amb l’acompanyament professional i la dotació dels recursos i les eines necessàries per i,"ART,CIE,CME,CVA,DIG,EFI,EVA,LIN,MAT,PSO,SOC","A1-MET,A2-ORG,A3-COM","ADULTS,BATX,CFPM,CFPS,EE,EINF2C,EPRI,ESO","La finalitat del Programa d'innovació d'Orientació educativa és la reflexió i l'acció pedagògica dels docents per promoure l'orientació educativa centrada en l'aprenent.

Els objectius del programa són:
- Donar valor a l’orientació educativa com a eix v",10.1. Sol·licitud i documentació preceptiva per a la inscripció al Programa,"Els compromisos dels centres que s'afegeixin a la convocatòria són:
- Haver programat el contingut del mòdul de Gestió de projectes professionals, tot vinculant-lo al Programa CooperArt
- Disposar de la carta de serveis, on el centre descriu el tipus de ",Trianual,73_PAcTE.pdf,https://clic.xtec.cat/pub/innovacio/fitxes/73_pacte.pdf,,https://projectes.xtec.cat/transformacioenxarxa/,pacte.png,Servei d'Innovació Educativa,Susana Gallardo,"laboratori.educacio@gencat.cat,sgallar5@xtec.cat",,S,,1Bs1F9wxiUD6qi_V4NWrEF3FkM-6KE14BBVVrrZhASAs,"{""id"": ""73"", ""Bloc"": ""Programes"", ""Fitxa"": ""73_PAcTE.pdf"", ""Enllac"": ""https://projectes.xtec.cat/transformacioenxarxa/"", ""Simbol"": ""pacte.png"", ""Unitat"": ""Servei d&apos;Innovació Educativa"", ""Vídeo"": """", ""Centres"": ""73"", ""Periode"": ""Trianual"", ""Contacte"": "
33,74,74,Programes,FuturaFP,Futura FP,"FuturaFP és un programa que desenvolupa un model de canvi que aprofita el coneixement acumulat pel sistema de formació professional i de la seva relació amb les empreses, fa prospectiva de necessitats futures i engega processos de recerca i transformació d",,"A1-MET,A2-ORG,A3-COM","CFPM,CFPS",,Carta de motivació.,,Anual,74_futurafp.pdf,https://clic.xtec.cat/pub/innovacio/fitxes/74_futurafp.pdf,,https://projectes.xtec.cat/impulsfp/futurafp/,futurafp.png,,,,,S,S,1gqzUSeNYeu-Jym6PklPEW1vr6-lHYrzJFAHhExQG-no,"{""id"": ""74"", ""Bloc"": ""Programes"", ""Fitxa"": ""74_futurafp.pdf"", ""Enllac"": ""https://projectes.xtec.cat/impulsfp/futurafp/"", ""Simbol"": ""futurafp.png"", ""Unitat"": """", ""Vídeo"": """", ""Centres"": ""74"", ""Periode"": ""Anual"", ""Contacte"": """", ""Nom_curt"": ""FuturaFP"", ""Obje"
34,76,76,Programes,RecercAULA,Aprenentatge entre iguals: RecercAULA.,"La finalitat del Programa  _“Aprenentatge entre iguals: RecercAULA”_  és promoure la cultura de l'aprenentatge entre iguals mitjançant la metodologia de recerca acció, amb l'objectiu de millorar la qualitat de les pràctiques d'ensenyament-aprenentatge i l'",,"A1-MET,A2-ORG","ADULTS,BATX,CFAS,CFPM,CFPS,EE,EINF2C,EPRI,ESO,IDI","- Establir un ecosistema educatiu basat en l’aprenentatge entre iguals a través de xarxes de centres i docents (comunitats d’aprenentatge professional).
- Fomentar la pràctica educativa basada en l’evidència a través de la metodologia de recerca acció.
-","Compromís del centre, amb l'aprovació del Claustre i del Consell escolar.","La participació del centre en el Programa suposa l'acceptació dels compromisos següents:
- Implementació del projecte vinculat al Programa RecercAULA en el centre.
- Designació d’un grup impulsor del projecte o persona coordinadora del projecte en el cen",Trianual,76_recercaula.pdf,https://clic.xtec.cat/pub/innovacio/fitxes/76_recercaula.pdf,,https://xtec.gencat.cat/ca/innovacio/programes_innovacio/centres-de-formacio-adults/recercaula/,recerca.png,Servei de Recerca Educativa,Montserrat Tortosa Moreno,recerca.educacio@gencat.cat,,S,,1tgsOW0iCiC4yC7qlLHe6OGv3HyscK5fEhpnOdf7pvM8,"{""id"": ""76"", ""Bloc"": ""Programes"", ""Fitxa"": ""76_recercaula.pdf"", ""Enllac"": ""https://xtec.gencat.cat/ca/innovacio/programes_innovacio/centres-de-formacio-adults/recercaula/"", ""Simbol"": ""recerca.png"", ""Unitat"": ""Servei de Recerca Educativa"", ""Vídeo"": """", ""Cen"
35,77,77,Programes,ERG,Enfocament Restauratiu Global (ERG),"El programa ERG proporciona als centres educatius els recursos i formació per promoure la necessitat de canvi cap a una comunitat educativa restaurativa tenint en compte els valors i principis de l’Enfocament Restauratiu Global, les noves habilitats a apre","CVA,EVA,PSO,SOC","A1-MET,A2-ORG,A3-COM","BATX,CFPM,CFPS,EE,EINF2C,EPRI,ESO,IFE","Els objectius del Programa ERG són els següents:
- Incorporar procediments i estratègies que possibilitin la participació, la implicació i el compromís de la comunitat educativa per construir una convivència positiva.
- Facilitar el desenvolupament d'hab",El centre educatiu no ha de participar en cap programa d'innovació pedagògica o iniciativa del Departament d'Educació que impliqui assessorament intensiu al centre.,"La participació del centre suposa l'acceptació dels compromisos següents:
- Haver rebut, abans de l'inici de la participació en el Programa ERG, un assessorament de 30 h alineat amb els objectius i continguts de les formacions ER/ERME promogudes per la Di",Trianual,77_erg.png,https://clic.xtec.cat/pub/innovacio/fitxes/77_erg.png,https://youtu.be/TINgrZdKRc4,https://xtec.gencat.cat/ca/innovacio/programes_innovacio/educacio-secundaria-obligatoria-i-batxillerat/enfocament-restauratiu-global/,erg.png,Escola i famílies,Sabina Negro,"eif.ensenyament@gencat.cat,snegro@xtec.cat",,S,,1wkTmha3hIr9Ym8_Pnim3QKbyeROp5GLYpdAC9Os-eLg,"{""id"": ""77"", ""Bloc"": ""Programes"", ""Fitxa"": ""77_erg.png"", ""Enllac"": ""https://xtec.gencat.cat/ca/innovacio/programes_innovacio/educacio-secundaria-obligatoria-i-batxillerat/enfocament-restauratiu-global/"", ""Simbol"": ""erg.png"", ""Unitat"": ""Escola i famílies"", "
36,1001,1001,Projectes,Projectes,Reconeixement de projectes d'innovació pedagògica,"Reconèixer i certificar projectes d'innovació pedagògica consolidats que han transformat i millorat la qualitat i equitat del sistema educatiu d'acord amb la modalitat prevista a l'article 2 de l'Ordre ENS/303/2015, de 21 de setembre, sobre el reconeixemen","ART,CIE,CME,CVA,DIG,EFI,EVA,LIN,MAT,PSO,SOC","A1-MET,A2-ORG,A3-COM","ADULTS,BATX,CFAS,CFPM,CFPS,EE,EINF1C,EINF2C,EPRI,ESDI,ESO,IDI,IFE","Reconèixer i certificar pràctiques educatives de referència d'innovació pedagògica consolidades que han transformat i millorat la qualitat i equitat del sistema educatiu d'acord amb la modalitat prevista a l'article 2 de l'Ordre ENS/303/2015, de 21 de sete",,,Trianual,,,,https://xtec.gencat.cat/ca/innovacio/projectes_innovacio_pedagogica/,projectes.png,,,innovacio@xtec.cat,,S,,1MQcGNAobSVzPW_o6JeQkuSfgU0RqMA1JknpFcCxfmAE,"{""id"": ""1001"", ""Bloc"": ""Projectes"", ""Fitxa"": """", ""Enllac"": ""https://xtec.gencat.cat/ca/innovacio/projectes_innovacio_pedagogica/"", ""Simbol"": ""projectes.png"", ""Unitat"": """", ""Vídeo"": """", ""Centres"": ""1001"", ""Periode"": ""Trianual"", ""Contacte"": ""ftejero@xtec.cat"
37,2001,2001,Pràctiques,Pràctiques,Reconeixement de pràctiques educatives de referència d'innovació pedagògica,"Reconèixer i certificar pràctiques educatives de referència d'innovació pedagògica consolidades que han transformat i millorat la qualitat i equitat del sistema educatiu d'acord amb la modalitat prevista a l'article 2 de l'Ordre ENS/303/2015, de 21 de sete","ART,CIE,CME,CVA,DIG,EFI,EVA,LIN,MAT,PSO,SOC","A1-MET,A2-ORG,A3-COM","ADULTS,BATX,CFAS,CFPM,CFPS,EINF1C,EINF2C,EPRI,ESO,IDI","Reconèixer i certificar projectes d'innovació pedagògica consolidats que han transformat i millorat la qualitat i equitat del sistema educatiu d'acord amb la modalitat prevista a l'article 2 de l'Ordre ENS/303/2015, de 21 de setembre, sobre el reconeixemen","De les sol·licituds admeses, la comissió de selecció, per determinar els centres seleccionats, valorarà la",,Trianual,,,,http://xtec.gencat.cat/ca/innovacio/practiques_educatives_referencia/,practiques.png,,,innovacio@xtec.cat,,S,,1sVkkBOJEDmwuRgyI1rHFFcYon-70qj54STM211UbZuo,"{""id"": ""2001"", ""Bloc"": ""Practiques"", ""Fitxa"": """", ""Enllac"": ""http://xtec.gencat.cat/ca/innovacio/practiques_educatives_referencia/"", ""Simbol"": ""practiques.png"", ""Unitat"": """", ""Vídeo"": """", ""Centres"": ""2001"", ""Periode"": ""Trianual"", ""Contacte"": ""ftejero@xtec."
38,3001,3001,Xarxes,XComp,Xarxa de competències,La Xarxa de competències és un model de formació permanent entre iguals i en xarxa per als docents que agrupa diverses subxarxes territorials i que promou el desenvolupament docent i la transformació dels centres per millorar els aprenentatges dels alumnes,"ART,CIE,CME,CVA,DIG,EFI,EVA,LIN,MAT,PSO,SOC",A1-MET,"ADULTS,BATX,EE,EINF2C,EPRI,ESO","Oferir formació, orientacions i assessorament al professorat, segons la temàtica del pla de treball.
- Facilitar un model d’estructura organitzativa que garanteixi el debat pedagògic a cada centre, per mitjà de l’equip impulsor.
- Apoderar els coordinado","Per formar part del programa Xarxa de Competències  els centres educatius han de presentar la sol·licitud de participació i complir els requisits següents:
- Manifestar una voluntat de transformació del centre compartida i liderada per l’equip directiu.
","La participació del centre en el programa Xarxa de competències suposa l’acceptació dels compromisos següents:
- Incorporar dins la programació general anual de centre el pla de treball anual de la Xarxa de competències, amb indicadors d’assoliment que ha",Anual,3001_xcomp.pdf,https://clic.xtec.cat/pub/innovacio/fitxes/3001_xcomp.pdf,,https://projectes.xtec.cat/xarxacb/,xarxa_competencies.png,,Montserrat Payés,"xarxacb@xtec.cat,ftejero@xtec.cat,jcamina1@xtec.cat",,S,S,178fPAZeJqrJOSKPmTq4n8r_Oqry2Hbat0SdJVxf5JnU,"{""id"": ""3001"", ""Bloc"": ""Xarxes"", ""Fitxa"": ""3001_xcomp.pdf"", ""Enllac"": ""https://projectes.xtec.cat/xarxacb/"", ""Simbol"": ""xarxa_competencies.png"", ""Unitat"": """", ""Vídeo"": """", ""Centres"": ""3001"", ""Periode"": ""Permanent"", ""Contacte"": ""ftejero@xtec.cat"", ""Nom_curt"
39,3002,3002,Xarxes,XTTE/XxC,Xarxes territorials de transformació educativa/Xarxes per al canvi,"Les XTTE són xarxes educatives impulsades pel Departament per fomentar la  millora educativa als centres. Aquestes xarxes tenen com a finalitat oferir als centres educatius un espai de reflexió i de contrast, on puguin explorar diverses vies cap a la quali","ART,CIE,CME,CVA,DIG,EFI,EVA,LIN,MAT,PSO,SOC","A1-MET,A2-ORG,A3-COM","ADULTS,BATX,CFPM,CFPS,EE,EINF1C,EINF2C,EPRI,ESO","Sensibilitzar els centres en la urgència de reflexionar sobre la necessitat de transformar els propòsits educatius dels centres (5 dimensions de la Qualitat Educativa de Centre).
- Proporcionar eines estandarditzades d’indagació de processos perquè cada c","-Formar part del programa PAcTE , ser centre de Referència del Laboratori de Transformació Educativa o tenir el compromís d'iniciar un procés de transformació des de l'àmbit de centre.",Els centres del PAcTE tenen el compromís de formar part de la xarxa durant els 3 cursos que dura lel programa.,Anual,,,,https://projectes.xtec.cat/transformacioenxarxa/,xarxes_generic.png,,"Susana Gallardo, Oriol Rodon","laboratori.educacio@gencat.cat, sgallar5@xtec.cat, bmasso@xtec.cat, oriolrodon.ceb@gencat.cat",,S,S,1B0DS3p3iSPVaFDdV21zn1Mpn1TSfwRBg8O-lezLKwX0,"{""id"": ""3002"", ""Bloc"": ""Xarxes"", ""Fitxa"": """", ""Enllac"": ""https://projectes.xtec.cat/transformacioenxarxa/"", ""Simbol"": ""xarxes_generic.png"", ""Unitat"": """", ""Vídeo"": """", ""Centres"": ""3002"", ""Periode"": ""Permanent"", ""Contacte"": """", ""Nom_curt"": ""XTTE/XxC"", ""Objec"
40,3003,3003,Xarxes,CMUFPS,Comunitat de centres formadors,La Comunitat de centres formadors és una construcció identitària de persones mentores i equips impulsors on es generen aprenentatges basats en la reflexió compartida sobre experiències pràctiques sobre la tasca de mentoria.,"ART,CIE,CME,CVA,DIG,EFI,EVA,LIN,MAT,PSO,SOC","A1-MET,A2-ORG,A3-COM","BATX,CFPM,CFPS,ESO","- Aprofundir conjuntament en eines i estratègies per transferir el model d'acompanyament constructiu capacitador al centre formador.
- Contribuir conjuntament al desenvolupament de pràctiques d'acompanyament a estudiants de pràctiques de qualitat. Als cen","Per formar part del Programa els centres educatius han de presentar la sol·licitud de participació i complir els requisits següents:
- Presentar l’avantprojecte de centre
- Aportar el compromís del centre, amb l’aprovació del Claustre i del Consell Escol","La participació del centre en la xarxa suposa l'acceptació dels compromisos següents: (entre 3 i 6).
- Participació de l'equip impulsor del centre durant els 3 cursos del Programa.
- Col·laborar en les línies d'acció per a la consecució dels objectius:
",Anual,,,,https://projectes.xtec.cat/centresformadors/justificacio-del-programa/formacio-i-acompanyament/,mufps.png,,Mª José Espí,"centresformadors.educacio@gencat.cat, mespi4@xtec.cat ",,S,S,1zh7gmXg1piUevGa9ynHkGM5ZouzQrbEAoUpm25xscY8,"{""id"": ""3003"", ""Bloc"": ""Xarxes"", ""Fitxa"": """", ""Enllac"": ""https://projectes.xtec.cat/centresformadors/justificacio-del-programa/formacio-i-acompanyament/"", ""Simbol"": ""mufps.png"", ""Unitat"": """", ""Vídeo"": """", ""Centres"": ""3003"", ""Periode"": ""Permanent"", ""Contact"
41,3004,3004,Xarxes,XERG,Xarxa Enfocament restauratiu global,"La Xarxa d'Enfocament restauratiu global promou el canvi cap a una comunitat educativa restaurativa, les noves habilitats a aprendre per construir relacions i crear comunitat, donar resposta positiva al conflicte, reparar danys i restaurar relacions defini","CVA,EVA,PSO,SOC",A1-MET,"BATX,CFPM,CFPS,EE,EPRI,ESO","Els objectius del Programa ERG són els següents:
- Incorporar procediments i estratègies que possibilitin la participació, la implicació i el compromís de la comunitat educativa per construir una convivència positiva.
- Facilitar el desenvolupament d'hab","Per formar part del programa els centres educatius han de presentar la sol·licitud de participació i complir els requisits següents: (entre 2 i 4).
- Sol·licitud de participació
- Avantprojecte de centre. 
- Compromís del centre, amb l'aprovació del Cla","La participació del centre suposa l'acceptació dels compromisos següents:
- Haver rebut, abans de l'inici de la participació en el Programa ERG, un assessorament de 30 h alineat amb els objectius i continguts de les formacions ER/ERME promogudes per la Di",Anual,,,,https://projectes.xtec.cat/convivenciapositiva/categoria/enfocament-restauratiu/,xarxes_generic.png,Escola i famílies,Sabina Negro ,"snegro@xtec.cat, eif.ensenyament@gencat.cat",,S,S,1PukqTNBzckWIzoijXS_YLetxKfqZ0bnRRh-066hLJ9k,"{""id"": ""3004"", ""Bloc"": ""Xarxes"", ""Fitxa"": """", ""Enllac"": ""https://projectes.xtec.cat/convivenciapositiva/categoria/enfocament-restauratiu/"", ""Simbol"": ""xarxes_generic.png"", ""Unitat"": """", ""Vídeo"": """", ""Centres"": ""3004"", ""Periode"": ""Permanent"", ""Contacte"": """""
42,3005,3005,Xarxes,Xcomunitats,Xarxa de comunitats d'aprenentatge,Les Comunitats d’aprenentatge són un projecte de transformació social i cultural basat en l’aplicació d’aquelles actuacions educatives d’èxit (AEE) de les quals s’ha demostrat científicament que milloren el rendiment educatiu i la convivència. ,"LIN,MAT,SOC",A3-COM,"ADULTS,BATX,CFAS,EE,EINF1C,EINF2C,EPRI,ESO","- Formar el professorat en l’aprenentatge dialògic.
- Difondre les actuacions educatives d’èxit.
- Acompanyar la consolidació del centre com a Cd’A.","Per formar part del programa els centres educatius han de presentar la sol·licitud de participació i complir els requisits següents:
- Conèixer prèviament les característiques del projecte. (Es pot sol·licitar una xerrada de sensibilització a socinfantilp","La participació del centre en el programa suposa l’acceptació dels compromisos següents:
- Comprometre’s a la participació: ha de comptar amb la presència de tot el claustre i hi poden participar membres de la comunitat educativa (familiars, personal d’ad",Anual,,,,https://xtec.gencat.cat/web/.content/projectes/comunitats/el-proces-de-transformacio-en-comunitat-daprenentatge/orientacions-comunitats-daprenentatge.pdf,xarxa_ca.png,,Oriol Castellví,"ocastel2@xtec.cat, eif.ensenyament@gencat.cat",,S,S,1ZfFWkXs_k-sXgAE6eMTpf2_Ummy3vM4tCvpNrhIqwWA,"{""id"": ""3005"", ""Bloc"": ""Xarxes"", ""Fitxa"": """", ""Enllac"": ""https://xtec.gencat.cat/web/.content/projectes/comunitats/el-proces-de-transformacio-en-comunitat-daprenentatge/orientacions-comunitats-daprenentatge.pdf"", ""Simbol"": ""xarxa_ca.png"", ""Unitat"": """", ""Ví"
43,3006,3006,Xarxes,Csteamcat,Comunitat STEAMcat,"La Comunitat STEAMcat acompanya els centres del programa per promoure el pensament crític de l’alumnat i la millora de la percepció social de la ciència per provocar un increment de la selecció d’estudis post obligatoris STEM, aprofitant el lideratge distr","ART,CIE,CME,DIG,MAT","A1-MET,A2-ORG,A3-COM","EE,EINF2C,EPRI,ESO","- Augmentar les vocacions cientificotecnològiques i matemàtiques, especialment en dones i contextos socials desafavorits.
- Reforçar el procés d’orientació de l’alumnat envers els estudis i professions de l’àmbit STEM en termes d’equitat i en totes les et","Per formar part del programa, els centres educatius han de complir els requisits següents:
- Presentar un avantprojecte STEAMcat de centre.
- Entregar el compromís de centre, que ha d’estar aprovat pel claustre i pel consell escolar.
- Presentar una car","La participació del centre en el programa STEAMcat suposa l’acceptació dels compromisos següents:
- Portar a terme un projecte de centre STEAM durant 3 anys.
- Designar un nucli impulsor. A l’educació infantil i primària, ha d’estar format per una person",Anual,,,,https://projectes.xtec.cat/steamcat/comunitat/,steam_cat.png,,Mercè Requena,"programasteam@xtec.cat, mreque3@xtec.cat",,S,S,135ubm477L3Ay51RfC33xC1hiO1U8y-YSnn2YKRm106c,"{""id"": ""3006"", ""Bloc"": ""Xarxes"", ""Fitxa"": """", ""Enllac"": ""https://projectes.xtec.cat/steamcat/comunitat/"", ""Simbol"": ""steam_cat.png"", ""Unitat"": """", ""Vídeo"": """", ""Centres"": ""3006"", ""Periode"": ""Permanent"", ""Contacte"": ""programasteam@xtec.cat"", ""Nom_curt"": ""Cs"
