id,tipus,nom,municipi,adreca,cp,comarca,lat,lng,estudis,sstt,se,web,logo,tel,mail,twitter,public
08045653,INS,Institut Dolors Mallafrè i Ros,Vilanova i la Geltrú,"c. Dr. Zamenhof, 57",08800,Garraf,"41,224811","1,708298",ESO|BATX,BCO,08870214,https://agora.xtec.cat/iesmallafre,08045653.png,938142204,a8045653@xtec.cat,,TRUE
08045665,INS,Institut Ramon Turró i Darder,Malgrat de Mar,"av. Tarragona, 4-12",08380,Maresme,"41,645261","2,73658",ESO|BATX|AA01|CFPM,MVO,08870215,http://www.iesmalgrat.cat,08045665.png,937653312,a8045665@xtec.cat,,TRUE
08045677,INS,Institut Thalassa,Montgat,"av. de la Unió , s/n",08390,Maresme,"41,467855","2,275136",ESO|BATX,MVO,08870205,https://sites.google.com/a/insthalassa.cat/iesthalassa/home,08045677.png,934693185,a8045677@xtec.cat,,TRUE
08045689,INS,Institut Voltrera,Abrera,"pg. de l'Estació, 18",08630,Baix Llobregat,"41,520195","1,902495",ESO|BATX,BLL,08870310,http://www.insvoltrera.org,08045689.png,937703211,a8045689@xtec.cat,,TRUE
08045690,LLA,Llar d'infants Gegant del Pi,Caldes de Montbui,"c. General Padrós, 38",08140,Vallès Oriental,"41,627594","2,165602",EINF1C,MVO,08870216,http://www.xtec.cat/centres/a8045690,08045690.png,938652002,a8045690@xtec.cat,,TRUE
08045719,LLA,Llar d'infants El Niu,Mira-sol (Sant Cugat del Vallès),"c. Mercat, 2",08195,Vallès Occident,"41,46697","2,058405",EINF1C,VOC,08870407,http://www.xtec.cat/centres/a8045719,,936744496,a8045719@xtec.cat,,TRUE
08045720,LLA,Llar d'infants La Mimosa,La Floresta (Sant Cugat del Vallès),"Baixada de Can Llobet, s/n",08190,Vallès Occident,"41,446813","2,071136",EINF1C,VOC,08870407,http://www.xtec.cat/centres/a8045720,,936748982,a8045720@xtec.cat,,TRUE
08045732,LLA,Llar d'infants Gargot,Sant Cugat del Vallès,"c. Mina, s/n",08190,Vallès Occident,"41,477602","2,076695",EINF1C,VOC,08870407,http://www.xtec.cat/centres/a8045732,,936749450,a8045732@xtec.cat,,TRUE
08045768,EE,Barcanova,Santa Perpètua de Mogoda,"c. Gomis, s/n (el Castell)",08130,Vallès Occident,"41,524615","2,177454",EE|IFE,VOC,08870403,,,935743590,a8045768@xtec.cat,,FALSE
08045793,LLA,Llar d'infants L'Anxaneta,Vilafranca del Penedès,"pl. Fèlix Mestre Nutó, 2",08720,Alt Penedès,"41,350851","1,705004",EINF1C,BCO,08870212,http://www.xtec.cat/centres/a8045793,,938920891,a8045793@xtec.cat,,TRUE
08045801,LLA,Llar d'infants Sol Solet,Vilafranca del Penedès,"c. Eugeni d'Ors, 29",08720,Alt Penedès,"41,344493","1,693208",EINF1C,BCO,08870212,http://www.xtec.cat/centres/a8045801,,938902782,a8045801@xtec.cat,,TRUE
08045811,LLA,Llar d'infants Lola Anglada,Vilafranca del Penedès,"c. Amàlia Soler, 142",08720,Alt Penedès,"41,340254","1,694917",EINF1C,BCO,08870212,http://www.xtec.cat/centres/a8045811,,938900705,a8045811@xtec.cat,,TRUE
08045823,LLA,Llar d'infants Linda Vista,Cornellà de Llobregat,"c. Bonavista, 66",08940,Baix Llobregat,"41,35687","2,07698",EINF1C,BLL,08870302,http://www.xtec.cat/centres/a8045823,,933753501,a8045823@xtec.cat,,TRUE
08045835,LLA,Llar d'infants La Trepa,Cornellà de Llobregat,"c. Vicenç Llivina, 7",08940,Baix Llobregat,"41,355641","2,073359",EINF1C,BLL,08870302,http://www.xtec.cat/centres/a8045835,,933771951,a8045835@xtec.cat,,TRUE
08045847,LLA,Llar d'infants La Baldufa,Cornellà de Llobregat,"c. Marfull, 6",08940,Baix Llobregat,"41,359668","2,08125",EINF1C,BLL,08870302,http://www.xtec.cat/centres/a8045847,,933760538,a8045847@xtec.cat,,TRUE
08045859,INS,Institut de Corbera de Llobregat,Corbera de Llobregat,"c. Andròmeda, 2",08757,Baix Llobregat,"41,419703","1,940267",ESO|BATX,BLL,08870309,https://agora.xtec.cat/iescorbera,08045859.png,936880864,a8045859@xtec.cat,@InstitutCorbera,TRUE
08045860,INS,Institut Miramar,Viladecans,"av. Miramar, 16",08840,Baix Llobregat,"41,317614","2,005674",ESO|BATX,BLL,08870304,https://agora.xtec.cat/iesmiramar,08045860.png,936474335,a8045860@xtec.cat,,TRUE
08045872,LLA,Llar d'infants L'Esquitx,Terrassa,"c. Alemanya, 10",08228,Vallès Occident,"41,540917","2,043454",EINF1C,VOC,08870405,http://www.xtec.cat/centres/a8045872,,937851449,a8045872@xtec.cat,,TRUE
08045884,LLA,Llar d'infants Espígol,Terrassa,"c. dels Ceps, 3 BA-1",08225,Vallès Occident,"41,569594","1,996051",EINF1C,VOC,08870405,http://www.xtec.cat/centres/a8045884,,937887394,a8045884@xtec.cat,,TRUE
08045896,LLA,Llar d'infants Giravolt,Terrassa,"c. Maria Auxiliadora, 245",08224,Vallès Occident,"41,563026","1,996847",EINF1C,VOC,08870405,http://www.xtec.cat/centres/a8045896,,937892229,a8045896@xtec.cat,,TRUE
08045902,LLA,Escola Bressol Moisès,Terrassa,"Camí de la Font de les Canyes, 27",08227,Vallès Occident,"41,580322","2,030867",EINF1C,VOC,08870405,http://www.xtec.cat/centres/a8045902,,937838548,a8045902@xtec.cat,,TRUE
08045914,LLA,Llar d'infants Soleia,Terrassa,"c. Jacint Elies, 147",08222,Vallès Occident,"41,567528","2,032427",EINF1C,VOC,08870405,http://www.xtec.cat/centres/a8045914,,937803511,a8045914@xtec.cat,,TRUE
08045926,LLA,Llar d'infants Tabalet,Terrassa,"ctra. de Castellar, 410",08227,Vallès Occident,"41,575596","2,032268",EINF1C,VOC,08870405,http://www.xtec.cat/centres/a8045926,,937853346,a8045926@xtec.cat,,TRUE
08045938,LLA,Llar d'infants La Ginesta,Terrassa,"c. Badalona, 5",08223,Vallès Occident,"41,54837","2,021212",EINF1C,VOC,08870405,http://www.xtec.cat/centres/a8045938,,937850736,a8045938@xtec.cat,,TRUE
08045941,LLA,Llar d'infants Els Pinells,Font-rubí,"c. de les Escoles, s/n",08736,Alt Penedès,"41,417173","1,654035",EINF1C,BCO,08870212,http://www.xtec.cat/centres/a8045941,,938979189,a8045941@xtec.cat,,TRUE
08045951,LLA,Escola Bressol Sol Solet,Rubí,"c. Cadmo, 2 (entrada c. Joaquim Blume)",08191,Vallès Occident,"41,494186","2,029385",EINF1C,VOC,08870406,http://www.xtec.cat/centres/a8045951,,935887706,a8045951@xtec.cat,,TRUE
08045963,LLA,Llar d'infants El Cuc,Vacarisses,"c. Salvador Badia, 2",08233,Vallès Occident,"41,606608","1,917625",EINF1C,VOC,08870405,http://www.xtec.cat/centres/a8045963,,938359467,a8045963@xtec.cat,,TRUE
08045975,LLA,Llar d'infants L'Estel,Puig-reig,"pg. de la Riera de la Sala, 3",08692,Berguedà,"41,973679","1,875263",EINF1C,CCE,08870213,http://www.xtec.cat/centres/a8045975,,938290121,a8045975@xtec.cat,,TRUE
08045987,LLA,Llar d'infants Municipal,Taradell,"c. Catalunya, 77",08552,Osona,"41,870254","2,284803",EINF1C,CCE,08870208,http://www.xtec.cat/eei-laxarranca,,938126389,a8045987@xtec.cat,,TRUE
08046001,ART,Esc. de Música Municipal Aulos,Cerdanyola del Vallès,"c. Sant Enric, 31",08290,Vallès Occident,"41,48924","2,135002",MUSE,VOC,08870402,,,935805893,a8046001@xtec.cat,,TRUE
08046013,ART,Esc. de Música de Gràcia,Barcelona,"c. Sant  Lluís, 9 baixos",08012,Barcelonès,"41,404335","2,15845",MUSE,CEB,08870105,,,934160120,a8046013@xtec.cat,,FALSE
08046025,ART,"Esc. de Música Fusió, Música i Dansa",Sant Cugat del Vallès,"c. Cánovas del Castillo, 20",08190,Vallès Occident,"41,46751","2,084426",MUSE,VOC,08870407,,,935892819,a8046025@xtec.cat,,FALSE
08046049,ART,Esc. de Música Municipal,Súria,"c. Tarragona, 15",08260,Bages,"41,831296","1,754045",MUSE,CCE,08870201,,,938682937,a8046049@xtec.cat,,TRUE
08046050,ART,Esc. de Música Municipal,Sant Quirze del Vallès,"c. Sentmenat, 4",08192,Vallès Occident,"41,528265","2,081971",MUSE,VOC,08870404,http://escolademusica@santquirzevalles.cat,,937210073,a8046050@xtec.cat,,TRUE
08046062,LLA,Llar d'infants Flor de Neu,Berga,"c. Sardana, 28",08600,Berguedà,"42,09674","1,841575",EINF1C,CCE,08870213,http://www.xtec.cat/centres/a8046062,,938221705,a8046062@xtec.cat,,TRUE
08046074,LLA,Llar d'infants Santa Anna,Santa Margarida de Montbui,"c. Santa Anna, 17",08710,Anoia,"41,573938","1,606221",EINF1C,CCE,08870301,http://www.xtec.cat/centres/a8046074,,938033465,a8046074@xtec.cat,,TRUE
08046098,LLA,Llar d'infants El Rodó,Molins de Rei,"Camí antic de Santa Creu, 2",08750,Baix Llobregat,"41,413354","2,020693",EINF1C,BLL,08870307,http://www.xtec.cat/eeielrodo,,936682226,a8046098@xtec.cat,,TRUE
08046104,LLA,Llar d'infants Els Barrufets,Vallirana,"c. Comerç, 17",08759,Baix Llobregat,"41,384824","1,934052",EINF1C,BLL,08870309,http://www.xtec.cat/centres/a8046104,,936830818,a8046104@xtec.cat,,TRUE
08046116,LLA,Llar d'infants Sant Climent,Sant Climent de Llobregat,"c. Mixerris, 9",08849,Baix Llobregat,"41,340503","1,994848",EINF1C,BLL,08870304,http://www.xtec.cat/centres/a8046116,,936584006,a8046116@xtec.cat,,TRUE
08046131,LLA,Llar d'infants Rosa Aymerich,Cabrils,"c. Emília Carles, 22-24",08348,Maresme,"41,526908","2,36745",EINF1C,MVO,08870205,http://www.xtec.cat/centres/a8046131,,937531856,a8046131@xtec.cat,,TRUE
08046141,LLA,Llar d'infants Sol Solet,El Prat de Llobregat,"av. del Canal, 114-116",08820,Baix Llobregat,"41,326763","2,091287",EINF1C,BLL,08870303,http://www.xtec.cat/centres/a8046141,,934782391,a8046141@xtec.cat,,TRUE
08046165,LLA,Llar d'infants El Cucut,Ullastrell,"pl. Escoles, s/n",08231,Vallès Occident,"41,528694","1,95846",EINF1C,VOC,08870405,http://www.xtec.cat/centres/a8046165,,937887262,a8046165@xtec.cat,,TRUE
08046189,LLA,Escola Bressol Gotims,Sant Miquel d'Olèrdola (Olèrdola),"c. Lluís Companys, 1-3",08734,Alt Penedès,"41,325459","1,69035",EINF1C,BCO,08870212,http://www.xtec.cat/centres/a8046189,,938172792,a8046189@xtec.cat,,TRUE
08046219,ART,Esc. de Música Municipal de Parets del Vallès,Parets del Vallès,"Parc de la Linera, s/n",08150,Vallès Oriental,"41,575364","2,233853",MUSE,MVO,08870203,https://agora.xtec.cat/esc-musica-parets,08046219.png,935624002,a8046219@xtec.cat,,TRUE
08046232,ART,Esc. de Música Municipal Torre Balada,Castellar del Vallès,"Caldes, 56",08211,Vallès Occident,"41,617636","2,091003",MUSE,VOC,08870408,,,937144322,a8046232@xtec.cat,,TRUE
08046244,LLA,Llar d'infants Rodona,Barberà del Vallès,"c. Nemesi Valls, 35",08210,Vallès Occident,"41,516894","2,128961",EINF1C,VOC,08870401,http://www.xtec.cat/eeirodona,,937190801,a8046244@xtec.cat,,TRUE
08046256,LLA,Llar d'infants Xerinola,Barberà del Vallès,"pl. Gaudí, s/n",08210,Vallès Occident,"41,51391","2,12304",EINF1C,VOC,08870401,http://www.xtec.cat/eeixerinola,,937180604,a8046256@xtec.cat,,TRUE
08046268,LLA,Llar d'infants Sol Solet,La Pobla de Claramunt,"c. Marie Curie, s/n",08787,Anoia,"41,557603","1,676909",EINF1C,CCE,08870301,http://www.xtec.cat/centres/a8046268,,938086664,a8046268@xtec.cat,,TRUE
08046281,ESC,Escola Estel-Guinardó,Barcelona,"c. Telegraf, 58",08041,Barcelonès,"41,417516","2,172601",EINF2C|EPRI,CEB,08870101,http://www.escolaestelguinardo.cat,08046281.png,934504994,a8046281@xtec.cat,,TRUE
08046293,ESC,Escola Cavall Bernat,Barcelona,"c. Badal, 113",08014,Barcelonès,"41,370692","2,131917",EINF2C|EPRI,CEB,08870103,http://www.xtec.cat/centres/a8046293/,08046293.png,933322930,a8046293@xtec.cat,,TRUE
08046311,LLA,Escola Bressol Can Bruixa,Barcelona,"c. Vallespir, 198",08014,Barcelonès,"41,385395","2,134114",EINF1C,CEB,08870102,http://www.xtec.cat/centres/a8046311,,934914817,a8046311@xtec.cat,,TRUE
08046323,LLA,Escola Bressol Barrufets,Barcelona,"c. de la Marina, 356, interior",08025,Barcelonès,"41,407762","2,170365",EINF1C,CEB,08870107,http://www.xtec.cat/centres/a8046323,,934551042,a8046323@xtec.cat,,TRUE
08046335,LLA,Escola Bressol Bellmunt,Barcelona,"c. Font Florida, s/n",08038,Barcelonès,"41,367692","2,142585",EINF1C,CEB,08870103,http://www.xtec.cat/centres/a8046335,,933325945,a8046335@xtec.cat,,TRUE
08046360,LLA,Escola Bressol Canigó,Barcelona,"c. dels Àngels, 7",08001,Barcelonès,"41,382504","2,167855",EINF1C,CEB,08870106,http://www.xtec.cat/centres/a8046360,,934422051,a8046360@xtec.cat,,TRUE
08046384,LLA,Escola Bressol Cadí,Barcelona,"c. de l'Om, 11",08001,Barcelonès,"41,376182","2,171646",EINF1C,CEB,08870106,http://www.xtec.cat/centres/a8046384,,934424844,a8046384@xtec.cat,,TRUE
08046396,EE,Xalest,Sabadell,"c. Turina, 11",08201,Vallès Occident,"41,549274","2,083676",EE|IFE,VOC,08870404,,08046396.png,937260152,a8046396@xtec.cat,,FALSE
08046402,LLA,Escola Bressol Cerdanyola,Mataró,"c. Pedraforca, 2",08303,Maresme,"41,536543","2,427873",EINF1C,MVO,08870207,http://www.xtec.cat/centres/a8046402,,937980384,a8046402@xtec.cat,,TRUE
08046414,LLA,Llar d'infants La Llàntia,Mataró,"c. de Galícia, 3-9",08303,Maresme,"41,546249","2,427061",EINF1C,MVO,08870207,http://www.xtec.cat/centres/a8046414,,937990002,a8046414@xtec.cat,,TRUE
08046426,LLA,Llar d'infants Rocafonda,Mataró,"c. Santiago Rusiñol, 1-23",08304,Maresme,"41,548648","2,450062",EINF1C,MVO,08870207,http://www.xtec.cat/centres/a8046426,,937964003,a8046426@xtec.cat,,TRUE
08046438,LLA,Llar d'infants Les Figueretes,Mataró,"Baixada de les Figueretes, 1",08301,Maresme,"41,540406","2,44839",EINF1C,MVO,08870207,http://www.xtec.cat/centres/a8046438,,937962102,a8046438@xtec.cat,,TRUE
08046451,LLA,Llar d'infants Tabalet,Mataró,"rda. de Francesc Macià, 119",08302,Maresme,"41,536319","2,433276",EINF1C,MVO,08870207,http://www.xtec.cat/centres/a8046451,,937994901,a8046451@xtec.cat,,TRUE
08046463,LLA,Llar d'infants Mainada,Callús,"p. Anselm Clavé, s/n",08262,Bages,"41,781075","1,783489",EINF1C,CCE,08870201,http://www.xtec.cat/centres/a8046463,,938360450,a8046463@xtec.cat,,TRUE
08046475,FP,EA de la Garriga,La Garriga,"c. Negociant, 79",08530,Vallès Oriental,"41,691073","2,287673",AA01|CFAM|CFAS,MVO,08870216,http://www.emad.lagarriga.cat/,08046475.png,938605990,a8046475@xtec.cat,,TRUE
08046499,LLA,Llar d'infants Rexics,Fonollosa,"c. Pla de la Vila, s/n, Canet de Fals",08259,Bages,"41,762955","1,741544",EINF1C,CCE,08870201,http://www.xtec.cat/centres/a8046499,,938366156,a8046499@xtec.cat,,TRUE
08046517,LLA,Escola Bressol Cargol,Barcelona,"c. Mossèn Josep Bundó, 6",08032,Barcelonès,"41,427078","2,16718",EINF1C,CEB,08870101,http://www.xtec.cat/centres/a8046517,,934293641,a8046517@xtec.cat,,TRUE
08046530,LLA,Escola Bressol El Tren,Barcelona,"c. de Palafrugell, 4",08033,Barcelonès,"41,450481","2,193334",EINF1C,CEB,08870110,http://www.xtec.cat/centres/a8046530,,933462251,a8046530@xtec.cat,,TRUE
08046542,LLA,Escola Bressol El Vent,Barcelona,"c. Miguel Hernández, 20",08042,Barcelonès,"41,443463","2,167147",EINF1C,CEB,08870109,http://www.xtec.cat/centres/a8046542,,934273745,a8046542@xtec.cat,,TRUE
08046581,INS,Institut Lluís Vives,Barcelona,"c. Canalejas, 107",08028,Barcelonès,"41,371833","2,128059",ESO|BATX,CEB,08870103,https://agora.xtec.cat/ieslluisvives/,08046581.png,934317094,a8046581@xtec.cat,@InsLluisVives,TRUE
08046608,INS,Institut Príncep de Viana,Barcelona,"c. Torroella de Montgrí, 6-18",08027,Barcelonès,"41,427828","2,186669",ESO|BATX,CEB,08870110,https://agora.xtec.cat/iespviana,08046608.png,931144168,a8046608@xtec.cat,@PdVianaBCN,TRUE
08046645,INS,Institut Molí de la Vila,Capellades,"c. Dr. Fleming, 24",08786,Anoia,"41,531833","1,686781",ESO|BATX,CCE,08870301,https://agora.xtec.cat/iesmolidelavila,08046645.png,938011059,a8046645@xtec.cat,,TRUE
08046657,INS,Institut Joaquim Blume,Esplugues de Llobregat,"c. Sant Mateu, 27-37",08950,Baix Llobregat,"41,378587","2,096797",ESO|BATX|CFPS,BLL,08870306,https://agora.xtec.cat/iesblume,08046657.png,934804900,a8046657@xtec.cat,,TRUE
08046669,INS,Institut Ribot i Serra,Sabadell,"c. Concha Espina, 33",08204,Vallès Occident,"41,526278","2,111838",ESO|BATX|AA01|CFPM|AA03|CFPS,VOC,08870404,http://iris.ribotiserra.cat,08046669.png,937121322,a8046669@xtec.cat,,TRUE
08046670,INS,Institut Angeleta Ferrer i Sensat,Sant Cugat del Vallès,"c. Granollers, 43",08190,Vallès Occident,"41,476773","2,071473",ESO|BATX,VOC,08870407,http://insangeletaferrer.com,08046670.png,935893882,a8046670@xtec.cat,,TRUE
08046682,INS,Institut de Castellar,Castellar del Vallès,"c. Carrasco i Formiguera, 6",08211,Vallès Occident,"41,610465","2,083167",ESO|BATX|CFPM,VOC,08870408,http://www.inscastellar.cat,08046682.png,937144344,a8046682@xtec.cat,@inscastellar,TRUE
08046694,INS,Institut Centre d'Alt Rendiment Esportiu,Sant Cugat del Vallès,"av. Alcalde Barnils, s/n",08174,Vallès Occident,"41,484944","2,0782",ESO|BATX|CFPM|AA03|CFPS|TEGM|TEGS,VOC,08870407,https://agora.xtec.cat/inscar,08046694.png,936753950,a8046694@xtec.cat,@CarInstitut,TRUE
08046724,INS,Institut Montserrat Roig,Terrassa,"c. Cervantes, 46",08221,Vallès Occident,"41,568982","2,01067",ESO|BATX|AA01|CFPM|CFPS|IFE,VOC,08870405,http://www.insmroig.cat,08046724.png,937336580,a8046724@xtec.cat,@IMontserratRoig,TRUE
08046736,INS,Institut Milà i Fontanals,Vilafranca del Penedès,"c. Torrelles de Foix, s/n",08720,Alt Penedès,"41,348732","1,693296",ESO|BATX|CFPM|CFPS|TEGM|TEGS,BCO,08870212,http://www.insmilaifontanals.cat,08046736.png,938172018,a8046736@xtec.cat,,TRUE
08046748,INS,Institut Thos i Codina,Mataró,"riera de Cirera, 57",08304,Maresme,"41,54955","2,439448",ESO|BATX|AA01|CFPM|AA03|CFPS,MVO,08870207,http://www.iesthosicodina.cat,08046748.png,937414203,a8046748@xtec.cat,@InsThos,TRUE
08046751,INS,Institut Ventura Gassol,Badalona,"av. Mónaco, 36-50",08917,Barcelonès,"41,454079","2,219531",ESO|BATX,BCO,08870209,https://agora.xtec.cat/iesventuragassol,08046751.png,933991801,a8046751@xtec.cat,,TRUE
08046761,INS,Institut Guillem Catà,Manresa,"c. de Rosa Sensat, 6-8",08243,Bages,"41,731875","1,843419",ESO|BATX|AA01|CFPM|AA03|CFPS,CCE,08870201,http://inskta.cat/,08046761.png,938773705,a8046761@xtec.cat,@INSGuillemCata,TRUE
08046785,INS,Institut d'Alella,Alella,"av. del Bosquet, 7",08328,Maresme,"41,494404","2,29981",ESO|BATX|AA01|CFPM|CFPS,MVO,08870205,https://agora.xtec.cat/iesalella,08046785.png,935403110,a8046785@xtec.cat,@InsAlella,TRUE
08046797,INS,Institut Laia l'Arquera,Mataró,"c. Ciutat Freta, 26",08302,Maresme,"41,534394","2,433023",ESO|BATX,MVO,08870207,http://www.institutlaialarquera.cat,08046797.png,937570072,a8046797@xtec.cat,@inslaialarquera,TRUE
08046803,INS,Institut Vilatzara,Vilassar de Mar,"av. Arquitecte Eduard Farrés, 101",08340,Maresme,"41,509413","2,392699",ESO|BATX,MVO,08870205,https://agora.xtec.cat/iesvilatzara/,08046803.png,937506366,a8046803@xtec.cat,@insvilatzara,TRUE
08046840,INS,Institut Castellet,Sant Vicenç de Castellet,"c. Bisbe Perelló, s/n",08295,Bages,"41,671684","1,864077",ESO|BATX|AA01|CFPM|CFPS,CCE,08870201,http://inscastellet.cat,08046840.png,938330751,a8046840@xtec.cat,,TRUE
08046852,INS,Institut Llavaneres,Sant Andreu de Llavaneres,"pg. del Perelló, 2",08392,Maresme,"41,571038","2,488814",ESO|BATX,MVO,08870215,http://www.iesllavaneres.org,08046852.png,937926994,a8046852@xtec.cat,@iesllavaneres,TRUE
08046864,INS,Institut Bellulla,Bellulla (Canovelles),"pl. de l'Ajuntament, s/n",08420,Vallès Oriental,"41,622225","2,276648",ESO|BATX,MVO,08870202,http://insbellulla.educat1x1.cat/wordpress,08046864.png,938466495,a8046864@xtec.cat,,TRUE
08046876,INS,Institut Miquel Bosch i Jover,Artés,"c. Arquitecte Gaudí, 2-4",08271,Bages,"41,794047","1,949546",ESO|BATX,CCE,08870201,https://agora.xtec.cat/iesmiquelbosch,08046876.png,938202193,a8046876@xtec.cat,@InsBosch,TRUE
08046891,LLA,Escola Bressol La Fontana,Barcelona,"c. Gran de Gràcia, 123",08012,Barcelonès,"41,401608","2,153238",EINF1C,CEB,08870105,http://www.xtec.cat/centres/a8046891,,932186456,a8046891@xtec.cat,,TRUE
08046906,LLA,Escola Bressol La Mar,Barcelona,"c. Andrea Dòria, 40",08003,Barcelonès,"41,380694","2,192645",EINF1C,CEB,08870106,http://www.xtec.cat/centres/a8046906,,932215124,a8046906@xtec.cat,,TRUE
08046918,LLA,Escola Bressol Forestier,Barcelona,"c. II Jocs Mediterranis, s/n",08004,Barcelonès,"41,370998","2,155151",EINF1C,CEB,08870103,http://www.xtec.cat/centres/a8046918,,934230733,a8046918@xtec.cat,,TRUE
08046921,LLA,Escola Bressol L'Arboç,Barcelona,"pg. Vall d'Hebrón, 171 (Llars Mundet)",08035,Barcelonès,"41,435801","2,143989",EINF1C,CEB,08870101,http://www.xtec.cat/centres/a8046921,,934281794,a8046921@xtec.cat,,TRUE
08046931,LLA,Escola Bressol L'Argimon,Barcelona,"c. Artesanía, 39-41",08042,Barcelonès,"41,441036","2,17288",EINF1C,CEB,08870109,http://www.xtec.cat/centres/a8046931,,933505748,a8046931@xtec.cat,,TRUE
08046943,LLA,Escola Bressol L'Esquirol,Barcelona,"c. Noguera Pallaresa, 32",08014,Barcelonès,"41,372295","2,139179",EINF1C,CEB,08870103,http://www.xtec.cat/centres/a8046943,,933329950,a8046943@xtec.cat,,TRUE
08046955,LLA,Escola Bressol Esquitx,Barcelona,"c. Selva de Mar, 215",08020,Barcelonès,"41,416587","2,198608",EINF1C,CEB,08870104,http://www.xtec.cat/ebm-esquitx,,932565763,a8046955@xtec.cat,,TRUE
08046967,LLA,Escola Bressol Llar d'Infants,Barcelona,"c. Rectoria, 31",08031,Barcelonès,"41,434383","2,160103",EINF1C,CEB,08870101,http://www.xtec.cat/centres/a8046967,,934276870,a8046967@xtec.cat,,TRUE
08046979,LLA,Escola Bressol Montserrat,Barcelona,"c. Gènova, 2 bis",08041,Barcelonès,"41,417123","2,171435",EINF1C,CEB,08870101,http://www.xtec.cat/centres/a8046979,,933470749,a8046979@xtec.cat,,TRUE
08046980,LLA,Escola Bressol Mont Tàber,Barcelona,"c. Santa Elena, 4",08001,Barcelonès,"41,37717","2,168758",EINF1C,CEB,08870106,http://www.xtec.cat/centres/a8046980,,934417536,a8046980@xtec.cat,,TRUE
08046992,LLA,Escola Bressol Nenes i Nens,Barcelona,"c. Ignasi Agustí, 4",08042,Barcelonès,"41,444568","2,168021",EINF1C,CEB,08870109,http://www.xtec.cat/centres/a8046992,,934273167,a8046992@xtec.cat,,TRUE
08047005,LLA,Escola Bressol Niu d'Infants,Barcelona,"c. de la Pedrera del Mussol, 10-14",08038,Barcelonès,"41,360739","2,14753",EINF1C,CEB,08870103,http://www.xtec.cat/centres/a8047005,,933312565,a8047005@xtec.cat,,TRUE
08047017,LLA,Escola Bressol El Palomar,Barcelona,"c. Malats, 45",08030,Barcelonès,"41,436357","2,187172",EINF1C,CEB,08870110,http://www.xtec.cat/centres/a8047017,,933115756,a8047017@xtec.cat,,TRUE
08047029,LLA,Escola Bressol Pau,Barcelona,"c. Muntadas, 1",08014,Barcelonès,"41,376546","2,140536",EINF1C,CEB,08870103,http://www.xtec.cat/centres/a8047029,,933324197,a8047029@xtec.cat,,TRUE
08047054,LLA,Escola Bressol Ralet,Barcelona,"c. de Joaquim Valls, 10",08016,Barcelonès,"41,442618","2,182711",EINF1C,CEB,08870109,http://www.xtec.cat/centres/a8047054,,933597793,a8047054@xtec.cat,,TRUE
08047081,LLA,Escola Bressol Trinitat Nova,Barcelona,"c. La Fosca, 12",08033,Barcelonès,"41,448079","2,183947",EINF1C,CEB,08870109,http://www.xtec.cat/centres/a8047081,,933595271,a8047081@xtec.cat,,TRUE
08047091,LLA,Escola Bressol Tris-Tras,Barcelona,"c. Llobregós, 109",08032,Barcelonès,"41,424747","2,157182",EINF1C,CEB,08870101,http://www.xtec.cat/centres/a8047091,,933588560,a8047091@xtec.cat,,TRUE
08047108,LLA,Escola Bressol Xarlot,Barcelona,"c. Pantà de Tremp, 66",08032,Barcelonès,"41,426108","2,151801",EINF1C,CEB,08870101,http://www.xtec.cat/centres/a8047108,,933589300,a8047108@xtec.cat,,TRUE
08047133,LLA,Llar d'infants Cristòfor Ferrer,Premià de Dalt,"ctra. Enllaç, 37",08338,Maresme,"41,504637","2,349033",EINF1C,MVO,08870205,http://www.xtec.cat/centres/a8047133,,936931570,a8047133@xtec.cat,,TRUE
08047145,LLA,Llar d'infants Santa Anna-Tió,Premià de Dalt,"av. Girona, 33-35",08338,Maresme,"41,499039","2,362645",EINF1C,MVO,08870205,http://www.xtec.cat/centres/a8047145,,936931571,a8047145@xtec.cat,,TRUE
08047169,LLA,Escola Bressol La Muntanya,Barcelona,"c. Sant Feliu de Codines, 4",08033,Barcelonès,"41,460236","2,179548",EINF1C,CEB,08870109,http://www.xtec.cat/centres/a8047169,,933507938,a8047169@xtec.cat,,TRUE
08047170,LLA,Escola Bressol Municipal,Roda de Ter,"c. Bonamic, 34",08510,Osona,"41,981691","2,312947",EINF1C,CCE,08870208,http://www.xtec.cat/centres/a8047170,,938540875,a8047170@xtec.cat,,TRUE
08047182,LLA,Escola Bressol Sagrada Familia,Caldes d'Estrac,"ptge. Joan Barber, s/n",08393,Maresme,"41,570011","2,525078",EINF1C,MVO,08870215,http://www.xtec.cat/centres/a8047182,,937911106,a8047182@xtec.cat,,TRUE
08047194,LLA,Llar d'infants El Tren Blau,Calders,"pl. Major, s/n",08275,Moianès,"41,789508","1,992019",EINF1C,CCE,08870201,,,938309312,a8047194@xtec.cat,,TRUE
08047200,LLA,Escola Bressol El Carrilet,Calella,"c. Sant Jaume, 341-347",08370,Maresme,"41,617829","2,662381",EINF1C,MVO,08870215,http://www.xtec.cat/centres/a8047200,,937660971,a8047200@xtec.cat,,TRUE
08047212,LLA,Llar d'infants El Niu,Casserres,"c. Anselm Clavé, s/n",08693,Berguedà,"42,012054","1,842078",EINF1C,CCE,08870213,http://www.xtec.cat/centres/a8047212,,938234376,a8047212@xtec.cat,,TRUE
